Number_of_particle Mass(MeV) Beam_energy(MeV) Beam_Frequency(MHz) Beam_current(A) Beam_Charge
10 938.272 18.4302 176.1 0 1
x(mm) x'(mrad) y(mm) y'(mrad) z(mm) z'(mrad) Phase(deg) Time(s) Energy(MeV) Loss
-1.63763909949921071529e+00	1.36061294178944081068e+00	-3.70322473463602364063e-01	3.98200450581498444080e-01	1.45150118746380596413e+00	-7.13436875161514327814e-01	-1.57128756788902235186e+00	-2.48073978517577344322e-11	1.84031190872191707797e+01	0
7.45718425605446100235e-02	3.69204054004512727261e-01	7.53285121754743158817e-01	-1.04960935132112354040e+00	2.23479062092076352641e+00	2.57165611470318689058e-01	-2.41922014502220106280e+00	-3.81540254742924279240e-11	1.84399576187133114047e+01	0
2.16983925201930105686e+00	-4.77388975559733808041e-01	-3.12033412919845432043e+00	7.72010689252056181431e-01	-1.97168634499837347462e+00	-1.40200498201398615628e+00	2.13440758439369249189e+00	3.37114464324477691038e-11	1.83769884109496395297e+01	0
-7.20205454854294657707e-01	-7.46713406988419592381e-01	1.31039320549461990595e+00	-1.22363000118639320135e+00	-7.97015002401961991652e-01	9.16762324846550180624e-01	8.62793390477371580083e-01	1.35961966887903571971e-11	1.84649953842162410922e+01	0
-7.68175086705014109612e-01	-8.53762010228820145130e-01	-3.82777909690048545599e+00	2.28964308334980159998e+00	6.55502984361306717531e-01	-6.43981107645467565348e-01	-7.09597523485946291011e-01	-1.12042523320216637645e-11	1.84057550430297176547e+01	0
4.64697455754503607750e-01	1.09630999795626848936e+00	-1.31391420436557382345e+00	7.66590566490776836872e-01	7.67017639619792107597e-02	1.26233579437734122486e+00	-8.30291911714549912826e-02	-1.30890932348754562534e-12	1.84781141281127254672e+01	0
-2.58479965850710868835e-01	-5.79474880942143499851e-01	3.65196656493935734034e+00	-1.65785845310892909765e+00	5.17669105963365128176e-01	-8.29734268267438457300e-01	-5.60388500963973634761e-01	-8.85095942425757081954e-12	1.83987054824828426547e+01	0
6.12054864177480340004e-01	-7.78629831620492041111e-01	-2.08741683454718440771e+00	1.07474710384849458933e+00	8.40778824086794857040e-02	1.72936763926894898624e+00	-9.10140380018230332748e-02	-1.43336575822889466772e-12	1.84958448410033504672e+01	0
2.86860662163235247135e+00	-8.52565435343421995640e-01	3.88475832587573677301e+00	-1.01763227430637925863e+00	-4.64423296446396960402e-01	-1.07307885559075208426e-01	5.02753649676514036138e-01	7.92864258914832126076e-12	1.84261236190795223422e+01	0
-2.78967883787117898464e+00	1.46198763686697930098e+00	1.09257850854191929102e+00	-3.36475079529918730259e-01	-2.63312607299019285634e+00	-1.86406392389707908919e-01	2.85043436738319444501e+00	4.49691530049572318207e-11	1.84231214523314754672e+01	0
